DateTime,Quad Color,Wire Pair,Temp [C],Humidity ,Loop Resistance [kohms],ADC Threshold,ADC Threshold 2,Loop Resistance 2 [kohms]
2024-08-23 08:56:00,Brown,WP0,33,24.0,0.155479,0x005b,0x005c,0.15548
2024-08-23 08:56:00,Brown,WP1,33,24.0,0.155805,0x005d,0x005d,0.155806
2024-08-23 16:17:00,Pink,WP0,33,24.0,0.153244,0x006e,0x006e,0.15324
2024-08-23 16:17:00,Pink,WP1,33,24.0,0.153488,0x0061,0x0061,0.153485
2024-08-23 16:17:00,White,WP0,33,24.0,0.157457,0x0061,0x0063,0.157458
2024-08-23 16:17:00,White,WP1,33,24.0,0.157537,0x0057,0x0057,0.157532
2024-08-23 16:17:00,Brown,WP0,33,24.0,0.155487,0x0067,0x0069,0.15548
2024-08-23 16:17:00,Brown,WP1,33,24.0,0.155813,0x005d,0x005e,0.15581
2024-08-26 08:37:00,Pink,WP0,33,25.0,0.153344,0x0070,0x006f,0.15334
2024-08-26 08:37:00,Pink,WP1,33,25.0,0.153594,0x0063,0x0063,0.153594
2024-08-26 08:37:00,White,WP0,33,25.0,0.157559,0x0064,0x0065,0.157556
2024-08-26 08:37:00,White,WP1,33,25.0,0.157641,0x005a,0x0059,0.157636
2024-08-26 08:37:00,Brown,WP0,33,25.0,0.155589,0x006b,0x006b,0.155586
2024-08-26 08:37:00,Brown,WP1,33,25.0,0.155915,0x005e,0x005f,0.155912
2024-08-26 16:45:00,Pink,WP0,33,27.0,0.15334,0x006e,0x006e,0.153362
2024-08-26 16:45:00,Pink,WP1,33,27.0,0.153593,0x0062,0x0063,0.15364
2024-08-26 16:45:00,White,WP0,33,27.0,0.15757,0x0066,0x0065,0.15755
2024-08-26 16:45:00,White,WP1,33,27.0,0.157656,0x005a,0x005a,0.15764
2024-08-26 16:45:00,Brown,WP0,33,27.0,0.155587,0x006b,0x006b,0.155606
2024-08-26 16:45:00,Brown,WP1,33,27.0,0.155902,0x0060,0x005f,0.15593
2024-08-27 08:57:00,Pink,WP0,33,25.0,0.15339,0x0070,0x006f,0.153393
2024-08-27 08:57:00,Pink,WP1,33,25.0,0.153674,0x0063,0x0063,0.153656
2024-08-27 08:57:00,White,WP0,33,25.0,0.157593,0x0064,0x0064,0.15761
2024-08-27 08:57:00,White,WP1,33,25.0,0.157696,0x005a,0x005a,0.157698
2024-08-27 08:57:00,Brown,WP0,33,25.0,0.155634,0x006b,0x006b,0.15563
2024-08-27 08:57:00,Brown,WP1,33,25.0,0.15597,0x005d,0x005e,0.155959
2024-08-27 16:30:00,Pink,WP0,34,31.0,0.153453,0x006f,0x0070,0.153303
2024-08-27 16:30:00,Pink,WP1,34,31.0,0.153711,0x0063,0x0064,0.153705
2024-08-27 16:30:00,White,WP0,34,31.0,0.157712,0x0066,0x0065,0.157709
2024-08-27 16:30:00,White,WP1,34,31.0,0.157727,0x005a,0x005a,0.157785
2024-08-27 16:30:00,Brown,WP0,34,31.0,0.155707,0x006b,0x006b,0.155748
2024-08-27 16:30:00,Brown,WP1,34,31.0,0.156036,0x005e,0x005d,0.156069
2024-08-28 10:44:00,Pink,WP0,34,26.0,0.153435,0x0070,0x006f,0.153441
2024-08-28 10:44:00,Pink,WP1,34,26.0,0.153683,0x0063,0x0063,0.153688
2024-08-28 10:44:00,White,WP0,34,26.0,0.157658,0x0066,0x0066,0.157664
2024-08-28 10:44:00,White,WP1,34,26.0,0.157732,0x005a,0x005a,0.157741
2024-08-28 10:44:00,Brown,WP0,34,26.0,0.155679,0x006c,0x006c,0.155683
2024-08-28 10:44:00,Brown,WP1,34,26.0,0.156007,0x005f,0x005f,0.156012
2024-08-28 16:45:00,Pink,WP0,34,30.0,0.153415,0x0070,0x0070,0.15349
2024-08-28 16:45:00,Pink,WP1,34,30.0,0.153685,0x0062,0x0063,0.15371
2024-08-28 16:45:00,White,WP0,34,30.0,0.157642,0x0066,0x0066,0.15768
2024-08-28 16:45:00,White,WP1,34,30.0,0.157743,0x005a,0x005a,0.157758
2024-08-28 16:45:00,Brown,WP0,34,30.0,0.155698,0x006c,0x006c,0.156046
2024-08-28 16:45:00,Brown,WP1,34,30.0,0.156009,0x005d,0x005d,0.156026
2024-08-29 16:40:00,Pink,WP0,33,25.0,0.153313,0x0070,0x0071,0.153376
2024-08-29 16:40:00,Pink,WP1,33,25.0,0.153602,0x0063,0x0063,0.153612
2024-08-29 16:40:00,White,WP0,33,25.0,0.157536,0x0066,0x0066,0.157565
2024-08-29 16:40:00,White,WP1,33,25.0,0.157625,0x005a,0x005a,0.157643
2024-08-29 16:40:00,Brown,WP0,33,25.0,0.155565,0x006c,0x006c,0.15563
2024-08-29 16:40:00,Brown,WP1,33,25.0,0.155911,0x005f,0x005e,0.15593
2024-08-30 17:10:00,Pink,WP0,33,29.0,0.153372,0x0071,0x0071,0.153347
2024-08-30 17:10:00,Pink,WP1,33,29.0,0.153612,0x0063,0x0062,0.153602
2024-08-30 17:10:00,White,WP0,33,29.0,0.157544,0x005b,0x0067,0.157575
2024-08-30 17:10:00,White,WP1,33,29.0,0.157696,0x005b,0x005a,0.157682
2024-08-30 17:10:00,Brown,WP0,33,29.0,0.155901,0x006c,0x006c,0.155627
2024-08-30 17:10:00,Brown,WP1,33,29.0,0.155951,0x0060,0x005f,0.155975
2024-09-03 09:41:00,Pink,WP0,31,23.0,0.152546,0x0073,0x0071,0.152563
2024-09-03 09:41:00,Pink,WP1,31,23.0,0.152786,0x0072,0x0073,0.152805
2024-09-03 09:41:00,White,WP0,31,23.0,0.156735,0x006b,0x006b,0.156774
2024-09-03 09:41:00,White,WP1,31,23.0,0.156809,0x006a,0x006b,0.156833
2024-09-03 09:41:00,Brown,WP0,31,23.0,0.154772,0x006e,0x006f,0.154796
2024-09-03 09:41:00,Brown,WP1,31,23.0,0.155098,0x006d,0x006f,0.155118
2024-09-03 16:10:00,Pink,WP0,33,20.0,0.152852,0x0071,0x0072,0.152818
2024-09-03 16:10:00,Pink,WP1,33,20.0,0.153091,0x0064,0x0066,0.153065
2024-09-03 16:10:00,White,WP0,33,20.0,0.157065,0x006b,0x006b,0.157056
2024-09-03 16:10:00,White,WP1,33,20.0,0.157112,0x005c,0x005e,0.157104
2024-09-03 16:10:00,Brown,WP0,33,20.0,0.155028,0x006f,0x006f,0.155039
2024-09-03 16:10:00,Brown,WP1,33,20.0,0.15537,0x0061,0x0061,0.155378
2024-09-04 09:28:00,Pink,WP0,33,24.0,0.1531887,0x0064,0x0064,0.153198
2024-09-04 09:28:00,Pink,WP1,33,24.0,0.153432,0x0063,0x0064,0.15345
2024-09-04 09:28:00,White,WP0,33,24.0,0.157401,0x005e,0x005f,0.157413
2024-09-04 09:28:00,White,WP1,33,24.0,0.157481,0x005c,0x005e,0.157493
2024-09-04 09:28:00,Brown,WP0,33,24.0,0.155425,0x0061,0x0061,0.155438
2024-09-04 09:28:00,Brown,WP1,33,24.0,0.155763,0x0062,0x0062,0.155767
2024-09-04 16:00:00,Pink,WP0,32,23.0,0.153225,0x0063,0x0071,0.153493
2024-09-04 16:00:00,Pink,WP1,32,23.0,0.153506,0x0066,0x0066,0.153226
2024-09-04 16:00:00,White,WP0,32,23.0,0.157458,0x006a,0x006a,0.157475
2024-09-04 16:00:00,White,WP1,32,23.0,0.15754,0x005e,0x005e,0.157546
2024-09-04 16:00:00,Brown,WP0,32,23.0,0.155498,0x006d,0x006d,0.155498
2024-09-04 16:00:00,Brown,WP1,32,23.0,0.155819,0x0061,0x0061,0.155826
2024-09-05 10:43:00,Pink,WP0,32,26.0,0.153278,0x0073,0x0073,0.153314
2024-09-05 10:43:00,Pink,WP1,32,26.0,0.153518,0x0064,0x0066,0.153562
2024-09-05 10:43:00,White,WP0,32,26.0,0.157485,0x0068,0x0069,0.157521
2024-09-05 10:43:00,White,WP1,32,26.0,0.157566,0x005f,0x005e,0.157605
2024-09-05 10:43:00,Brown,WP0,32,26.0,0.155513,0x006d,0x006c,0.155546
2024-09-05 10:43:00,Brown,WP1,32,26.0,0.15585,0x0061,0x0062,0.155879
2024-09-05 16:24:00,Pink,WP0,32,26.0,0.15328,0x0073,0x0073,0.153297
2024-09-05 16:24:00,Pink,WP1,32,26.0,0.153525,0x0063,0x0066,0
2024-09-05 16:24:00,White,WP0,32,26.0,0.157489,0x0067,0x006a,0.1575
2024-09-05 16:24:00,White,WP1,32,26.0,0.157569,0x005e,0x005e,0.157573
2024-09-05 16:24:00,Brown,WP0,32,26.0,0.155509,0x006e,0x006d,0.155527
2024-09-05 16:24:00,Brown,WP1,32,26.0,0.155845,0x0062,0x0062,0.155852
2024-09-06 10:41:00,Pink,WP0,33,26.0,0.153387,0x0073,0x0072,0.153409
2024-09-06 10:41:00,Pink,WP1,33,26.0,0.153624,0x0064,0x0064,0.153642
2024-09-06 10:41:00,White,WP0,33,26.0,0.157604,0x0068,0x0067,0.157625
2024-09-06 10:41:00,White,WP1,33,26.0,0.157684,0x005d,0x005e,0.157702
2024-09-06 10:41:00,Brown,WP0,33,26.0,0.155631,0x006f,0x006c,0.15565
2024-09-06 10:41:00,Brown,WP1,33,26.0,0.155963,0x0062,0x0060,0.155983
2024-09-06 16:00:00,Pink,WP0,32,26.0,0.153456,0x0072,0x0071,0.153408
2024-09-06 16:00:00,Pink,WP1,32,26.0,0.153695,0x0066,0x0065,0.153688
2024-09-06 16:00:00,White,WP0,32,26.0,0.157686,0x0069,0x006a,0.157615
2024-09-06 16:00:00,White,WP1,32,26.0,0.157745,0x005e,0x005e,0.157673
2024-09-06 16:00:00,Brown,WP0,32,26.0,0.155704,0x0061,0x006e,0.155692
2024-09-06 16:00:00,Brown,WP1,32,26.0,0.15599,0x0061,0x0061,0.15596
2024-09-09 10:22:00,Pink,WP0,32,25.0,0.153413,0x0073,0x0073,0.153434
2024-09-09 10:22:00,Pink,WP1,32,25.0,0.153658,0x0065,0x0065,0.153667
2024-09-09 10:22:00,White,WP0,32,25.0,0.157633,0x006a,0x006b,0.157637
2024-09-09 10:22:00,White,WP1,32,25.0,0.157712,0x005f,0x005f,0.157715
2024-09-09 10:22:00,Brown,WP0,32,25.0,0.155653,0x006d,0x006f,0.155677
2024-09-09 10:22:00,Brown,WP1,32,25.0,0.155988,0x0061,0x0061,0.155986
2024-09-09 16:00:00,Pink,WP0,32,26.0,0.153373,0x0073,0x0073,0.153402
2024-09-09 16:00:00,Pink,WP1,32,26.0,0.15364,0x0066,0x0066,0.153656
2024-09-09 16:00:00,White,WP0,32,26.0,0.157618,0x006c,0x006c,0.157612
2024-09-09 16:00:00,White,WP1,32,26.0,0.157693,0x005f,0x005e,0.157684
2024-09-09 16:00:00,Brown,WP0,32,26.0,0.155642,0x006e,0x006f,0.155673
2024-09-09 16:00:00,Brown,WP1,32,26.0,0.155962,0x0062,0x0061,0.155985
2024-09-10 10:11:00,Pink,WP0,30,30.0,0.153579,0x0064,0x0065,0.153577
2024-09-10 10:11:00,Pink,WP1,30,30.0,0.153809,0x0066,0x0064,0.153814
2024-09-10 10:11:00,White,WP0,30,30.0,0.157787,0x005f,0x0060,0.157794
2024-09-10 10:11:00,White,WP1,30,30.0,0.157871,0x005e,0x005f,0.157864
2024-09-10 10:11:00,Brown,WP0,30,30.0,0.155811,0x0062,0x0062,0.155817
2024-09-10 10:11:00,Brown,WP1,30,30.0,0.156143,0x0062,0x0061,0.156137
2024-09-10 16:00:00,Pink,WP0,32,25.0,,0x0064,0x0073,0.153555
2024-09-10 16:00:00,Pink,WP1,32,25.0,0.153772,0x0064,0x0064,0.153768
2024-09-10 16:00:00,White,WP0,32,25.0,0.157721,0x006b,0x006c,0.157725
2024-09-10 16:00:00,White,WP1,32,25.0,0.157809,0x005f,0x005f,0.157858
2024-09-10 16:00:00,Brown,WP0,32,25.0,0.155765,0x006e,0x006e,0.155734
2024-09-10 16:00:00,Brown,WP1,32,25.0,0.156095,0x0062,0x0062,0.156102
2024-09-11 09:25:00,Pink,WP0,33,25.0,0.153573,0x006b,0x006a,0.15358
2024-09-11 09:25:00,Pink,WP1,33,25.0,0.153826,0x006b,0x006c,0.153833
2024-09-11 09:25:00,White,WP0,33,25.0,0.157805,0x0063,0x0063,0.157817
2024-09-11 09:25:00,White,WP1,33,25.0,0.157883,0x0063,0x0063,0.157884
2024-09-11 09:25:00,Brown,WP0,33,25.0,0.155829,0x0066,0x0067,0.155848
2024-09-11 09:25:00,Brown,WP1,33,25.0,0.156149,0x0067,0x0066,0.156152
2024-09-11 16:00:00,Pink,WP0,33,24.0,,0x005f,0x006a,0.153588
2024-09-11 16:00:00,Pink,WP1,33,24.0,0.153812,0x005f,0x005f,0.153778
2024-09-11 16:00:00,White,WP0,33,24.0,0.157764,0x0063,0x0063,0.157778
2024-09-11 16:00:00,White,WP1,33,24.0,0.157858,0x0059,0x0059,0.15742
2024-09-11 16:00:00,Brown,WP0,33,24.0,0.155798,0x0067,0x0067,0.155818
2024-09-11 16:00:00,Brown,WP1,33,24.0,0.156176,0x005c,0x005b,0.156116
2024-09-12 12:00:00,Pink,WP0,33,24.0,0.153661,0x006a,0x006b,0.153651
2024-09-12 12:00:00,Pink,WP1,33,24.0,0.153918,0x0066,0x0064,0.1539
2024-09-12 12:00:00,White,WP0,33,24.0,0.157889,0x0063,0x0063,0.157905
2024-09-12 12:00:00,White,WP1,33,24.0,0.157971,0x005f,0x005f,0.157983
2024-09-12 12:00:00,Brown,WP0,33,24.0,0.155924,0x0066,0x0067,0.155923
2024-09-12 12:00:00,Brown,WP1,33,24.0,0.156228,0x0062,0x0062,0.156257
2024-09-12 16:45:00,Pink,WP0,33,24.0,,0x006b,0x006a,0.15353
2024-09-12 16:45:00,Pink,WP1,33,24.0,0.153776,0x005f,0x005f,0.153801
2024-09-12 16:45:00,White,WP0,33,24.0,0.157768,0x0065,0x0063,0.157761
2024-09-12 16:45:00,White,WP1,33,24.0,0.157858,0x0059,0x0059,0.157818
2024-09-12 16:45:00,Brown,WP0,33,24.0,0.15577,0x0066,0x0066,0.155772
2024-09-12 16:45:00,Brown,WP1,33,24.0,0.156155,0x005b,0x005a,0.15611
2024-09-13 09:35:00,Pink,WP0,33,24.0,0.153605,0x005e,0x0060,0.153623
2024-09-13 09:35:00,Pink,WP1,33,24.0,0.153859,0x005e,0x005d,0.153846
2024-09-13 09:35:00,White,WP0,33,24.0,0.157823,0x0059,0x0058,0.15784
2024-09-13 09:35:00,White,WP1,33,24.0,0.157899,0x005a,0x0059,0.157902
2024-09-13 09:35:00,Brown,WP0,33,24.0,0.155846,0x005c,0x005b,0.155864
2024-09-13 09:35:00,Brown,WP1,33,24.0,0.156174,0x005c,0x005b,0.156172
2024-09-13 16:00:00,Pink,WP0,33,24.0,,0x005f,0x006c,0.153656
2024-09-13 16:00:00,Pink,WP1,33,24.0,0.153694,0x005e,0x005f,0.153686
2024-09-13 16:00:00,White,WP0,33,24.0,0.157616,0x0064,0x0064,0.15763
2024-09-13 16:00:00,White,WP1,33,24.0,0.157757,0x0057,0x0057,0.157725
2024-09-13 16:00:00,Brown,WP0,33,24.0,0.155664,0x0066,0x0065,0.15567
2024-09-13 16:00:00,Brown,WP1,33,24.0,0.155972,0x005b,0x005b,0.155982
2024-09-16 10:25:00,Pink,WP0,33,24.0,0.153415,0x006b,0x006b,0.153425
2024-09-16 10:25:00,Pink,WP1,33,24.0,0.153676,0x0060,0x005f,0.153674
2024-09-16 10:25:00,White,WP0,33,24.0,0.157655,0x0063,0x0064,0.157655
2024-09-16 10:25:00,White,WP1,33,24.0,0.157721,0x0058,0x005a,0.157725
2024-09-16 10:25:00,Brown,WP0,33,24.0,0.155666,0x0067,0x0066,0.155691
2024-09-16 10:25:00,Brown,WP1,33,24.0,0.155985,0x005c,0x005b,0.156004
2024-09-16 16:00:00,Pink,WP0,32,24.0,,0x0067,0x0069,0.153416
2024-09-16 16:00:00,Pink,WP1,32,24.0,0.153672,0x005d,0x005e,
2024-09-16 16:00:00,White,WP0,32,24.0,0.157632,0x0061,0x0061,0.157602
2024-09-16 16:00:00,White,WP1,32,24.0,0.157727,0x0057,0x0056,0.157722
2024-09-16 16:00:00,Brown,WP0,32,24.0,0.155674,0x0062,0x0064,0.155634
2024-09-16 16:00:00,Brown,WP1,32,24.0,0.15603,0x005a,0x0059,0.155375
2024-09-17 16:00:00,Pink,WP0,32,23.0,,0x0073,0x0074,0.152838
2024-09-17 16:00:00,Pink,WP1,32,23.0,0.153096,0x005e,0x005d,0.153086
2024-09-17 16:00:00,White,WP0,32,23.0,0.157059,0x0057,0x006c,0.156996
2024-09-17 16:00:00,White,WP1,32,23.0,0.157128,0x0057,0x0057,0.157128
2024-09-17 16:00:00,Brown,WP0,32,23.0,0.155098,0x006f,0x006f,0.155092
2024-09-17 16:00:00,Brown,WP1,32,23.0,0.155442,0x005a,0x0059,0.155375
2024-09-18 10:37:00,Pink,WP0,33,24.0,0.152889,0x005d,0x005e,
2024-09-18 10:37:00,Pink,WP1,33,24.0,0.153133,0x005c,0x005e,
